country_code,country_name,admin_level,metric,units,year,cases_value,migration_value,TAVG,TMAX,TMIN,PRCP
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2013,0.0126040171423576,35308,76.09791346646186,85.45898175631451,68.87441781246129,0.12068067834836997
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2014,0.0099934110128533,24940,75.4969726062468,84.90234125131279,67.94094169719169,0.10855088253131728
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2015,0.0072449114615737,4764,75.55974738245317,85.73265145170662,67.68465295403804,0.1085956336238199
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2016,0.0063122039394599,82589,75.88961763013488,84.46377025351939,67.43195423664194,0.09826697362696811
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2017,0.0085779275032436,56362,75.24774065540196,85.46900398539191,67.20167407234928,0.0871935142743966
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2018,0.0083775486504829,67934,75.02843061955964,85.25020318831353,67.090907964821,0.14249945424945423
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2019,0.0069488294313037,69186,75.4011008704557,85.47423771726443,67.72624429395843,0.11311225895420939
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2020,0.0096347381661789,56880,78.218860462242,86.49496366922837,68.38749064986455,0.13842411197190604
BRA,Brazil,admin0,Infection Prevalence,per 100 Children,2021,0.0105872500239581,20376,77.20370967741935,85.80233731872524,68.0541573165312,0.08651791872844501
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2000,0.99489767141903,-1761,74.18116999487967,83.67527195027195,68.4058853113205,0.20614782968834655
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2001,0.506286980643068,3453,75.90132397585556,85.04068926715986,68.51089729256525,0.13418332773870054
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2002,0.3874497307413549,6018,74.91693195011588,84.17210358685271,67.89165986656815,0.20421262026079523
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2003,0.353793069638926,-16908,77.41094167152791,85.85330278977433,68.74166156659278,0.1491410402845039
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2004,0.378891157883878,-5390,75.196769650149,84.46900398539191,68.12499149987686,0.1491410402845039
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2005,0.4469883514005939,-42926,76.39918850016555,84.80757105059777,68.04165816654351,0.1433792869274619
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2006,0.411506648153341,-34007,75.92902620019866,85.0628047824703,68.14998979985222,0.1491410402845039
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2007,0.301105859512361,-30331,75.19575664259908,84.3195218339658,67.3813710588252,0.131214808323904
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2008,0.166298293502545,-35373,76.58278289810548,84.5095467032967,68.40323418865086,0.14681301337551333
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2009,0.169020236030862,-29357,77.0134536610343,84.87502358752359,69.15981181647835,0.17739750712250713
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2010,0.156273197919795,16843,77.78759026784611,86.03356481481482,69.3364609467961,0.1194802291579785
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2011,0.1356678261987449,33631,76.20938940092167,84.33238335738336,68.55916363427234,0.22648797036297033
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2012,0.1320319334985659,43451,75.53297491039426,85.43746693121693,68.20054945054945,0.12103190559440558
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2013,0.1011661371918069,35308,76.09791346646186,85.45898175631451,68.87441781246129,0.12068067834836997
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2014,0.0702389579029966,24940,75.4969726062468,84.90234125131279,67.94094169719169,0.10855088253131728
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2015,0.0554564235820414,4764,75.55974738245317,85.73265145170662,67.68465295403804,0.1085956336238199
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2016,0.0390300062341747,82589,75.88961763013488,84.46377025351939,67.43195423664194,0.09826697362696811
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2017,0.0478839885398504,56362,75.24774065540196,85.46900398539191,67.20167407234928,0.0871935142743966
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2018,0.0424548208157645,67934,75.02843061955964,85.25020318831353,67.090907964821,0.14249945424945423
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2019,0.0324125240024419,69186,75.4011008704557,85.47423771726443,67.72624429395843,0.11311225895420939
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2020,0.0420090682241421,56880,78.218860462242,86.49496366922837,68.38749064986455,0.13842411197190604
BRA,Brazil,admin0,Mortality Rate,Deaths per 100 Thousand,2021,0.0401314286872837,20376,77.20370967741935,85.80233731872524,68.0541573165312,0.08651791872844501
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2000,3.12809987299966,-31116,55.3387961933012,66.17461166284696,46.02205249457572,0.09244660864012434
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2001,5.77410690287007,-27618,55.83614311315924,67.27353933082455,46.67708692570249,0.08016948862954897
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2002,5.01444636423848,-24379,56.82386072708653,67.90342092977542,47.564987289280765,0.09180756218061
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2003,4.34358665847984,-33007,56.22759746278934,67.6318523535145,46.927840511255845,0.07268749237345823
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2004,3.03530093750459,-25907,55.591274255345446,67.40470180361162,46.026088560739765,0.08540212425314458
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2005,2.374588031742,-41348,56.02552483358935,67.18947045923632,46.818418861839916,0.08368384886718216
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2006,2.52870541954625,-39142,55.88784562211981,66.64395133160613,47.517700464023996,0.11940386002886
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2007,2.8963006414964,-49575,55.46811955965182,66.46012136692283,46.519175148522976,0.11351888324953337
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2008,1.20664129551838,-63246,55.15860601285379,67.08562894778683,46.66845935653134,0.1319132377186358
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2009,1.0628509980944398,-46902,56.4922107014849,67.56316564390247,46.698992726341714,0.12272729054499933
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2010,1.6315042570596,-34185,56.93127880184332,69.14793668198273,48.64749301767491,0.15449565122986172
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2011,0.795864940367527,-46273,56.81611623143882,68.00589755133267,49.54813555753958,0.19308196353673943
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2012,0.765372265026907,-55913,56.33934000741564,67.20245048832005,47.47875956889115,0.11727960854336877
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2013,0.842300952558138,-64686,56.81312083973375,67.65656000453795,47.49488727858293,0.17689441586220744
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2014,0.910512650642465,-67516,56.83236687147977,67.37927170868348,48.21247859575066,0.1047117107802591
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2015,1.52765640752203,-41064,57.50261136712749,68.35516890516891,48.30563049781316,0.05836572740042331
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2016,2.14261044182768,79978,57.848961809417865,69.23459175745141,48.35966760695021,0.2350197674333939
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2017,1.30941043090118,415618,57.138133640553,68.88323158323159,47.83389991753584,0.11885739959859538
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2018,1.53225359302597,494364,57.0108166922683,67.97783106269948,47.74501306847798,0.06798509073940105
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2019,2.02886539542163,395803,57.71367767537122,69.04047913587387,48.86675996105344,0.10364313550125559
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2020,1.68404352066882,229437,57.512547892720306,69.34108492298624,47.795968659158696,0.14763820670552327
COL,Colombia,admin0,Incidence Rate,Cases per Thousand,2021,1.61597116140196,211978,57.30347670250896,68.4255081228546,48.006811569401556,0.1358982211210649
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2000,0.155013567883028,-31116,55.3387961933012,66.17461166284696,46.02205249457572,0.09244660864012434
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2001,0.297226644332051,-27618,55.83614311315924,67.27353933082455,46.67708692570249,0.08016948862954897
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2002,0.256798110433814,-24379,56.82386072708653,67.90342092977542,47.564987289280765,0.09180756218061
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2003,0.224705064271957,-33007,56.22759746278934,67.6318523535145,46.927840511255845,0.07268749237345823
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2004,0.146792003050036,-25907,55.591274255345446,67.40470180361162,46.026088560739765,0.08540212425314458
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2005,0.108796979718088,-41348,56.02552483358935,67.18947045923632,46.818418861839916,0.08368384886718216
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2006,0.121456744787853,-39142,55.88784562211981,66.64395133160613,47.517700464023996,0.11940386002886
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2007,0.128628170148833,-49575,55.46811955965182,66.46012136692283,46.519175148522976,0.11351888324953337
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2008,0.0491692225968778,-63246,55.15860601285379,67.08562894778683,46.66845935653134,0.1319132377186358
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2009,0.0426066689776328,-46902,56.4922107014849,67.56316564390247,46.698992726341714,0.12272729054499933
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2010,0.0661076211752767,-34185,56.93127880184332,69.14793668198273,48.64749301767491,0.15449565122986172
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2011,0.0319148080071599,-46273,56.81611623143882,68.00589755133267,49.54813555753958,0.19308196353673943
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2012,0.0308673638209316,-55913,56.33934000741564,67.20245048832005,47.47875956889115,0.11727960854336877
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2013,0.0345240341825072,-64686,56.81312083973375,67.65656000453795,47.49488727858293,0.17689441586220744
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2014,0.0380886067250601,-67516,56.83236687147977,67.37927170868348,48.21247859575066,0.1047117107802591
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2015,0.0667519115902661,-41064,57.50261136712749,68.35516890516891,48.30563049781316,0.05836572740042331
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2016,0.0950983855376557,79978,57.848961809417865,69.23459175745141,48.35966760695021,0.2350197674333939
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2017,0.0565649928998988,415618,57.138133640553,68.88323158323159,47.83389991753584,0.11885739959859538
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2018,0.0668238123586014,494364,57.0108166922683,67.97783106269948,47.74501306847798,0.06798509073940105
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2019,0.0895845935921416,395803,57.71367767537122,69.04047913587387,48.86675996105344,0.10364313550125559
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2020,0.0737228961235451,229437,57.512547892720306,69.34108492298624,47.795968659158696,0.14763820670552327
COL,Colombia,admin0,Infection Prevalence,per 100 Children,2021,0.0705283527281166,211978,57.30347670250896,68.4255081228546,48.006811569401556,0.1358982211210649
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2000,2.24484835578745,-31116,55.3387961933012,66.17461166284696,46.02205249457572,0.09244660864012434
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2001,3.86536465487053,-27618,55.83614311315924,67.27353933082455,46.67708692570249,0.08016948862954897
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2002,2.68012876806262,-24379,56.82386072708653,67.90342092977542,47.564987289280765,0.09180756218061
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2003,2.00497248149833,-33007,56.22759746278934,67.6318523535145,46.927840511255845,0.07268749237345823
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2004,1.18546510366772,-25907,55.591274255345446,67.40470180361162,46.026088560739765,0.08540212425314458
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2005,0.8224870776327341,-41348,56.02552483358935,67.18947045923632,46.818418861839916,0.08368384886718216
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2006,0.822269161926392,-39142,55.88784562211981,66.64395133160613,47.517700464023996,0.11940386002886
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2007,0.902949577707962,-49575,55.46811955965182,66.46012136692283,46.519175148522976,0.11351888324953337
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2008,0.329211232182971,-63246,55.15860601285379,67.08562894778683,46.66845935653134,0.1319132377186358
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2009,0.336559597126107,-46902,56.4922107014849,67.56316564390247,46.698992726341714,0.12272729054499933
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2010,0.4974488579142719,-34185,56.93127880184332,69.14793668198273,48.64749301767491,0.15449565122986172
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2011,0.26068948616079,-46273,56.81611623143882,68.00589755133267,49.54813555753958,0.19308196353673943
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2012,0.352554497159411,-55913,56.33934000741564,67.20245048832005,47.47875956889115,0.11727960854336877
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2013,0.291748356118891,-64686,56.81312083973375,67.65656000453795,47.49488727858293,0.17689441586220744
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2014,0.302868354610629,-67516,56.83236687147977,67.37927170868348,48.21247859575066,0.1047117107802591
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2015,0.427710551505549,-41064,57.50261136712749,68.35516890516891,48.30563049781316,0.05836572740042331
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2016,0.630909924387126,79978,57.848961809417865,69.23459175745141,48.35966760695021,0.2350197674333939
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2017,0.385631304046931,415618,57.138133640553,68.88323158323159,47.83389991753584,0.11885739959859538
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2018,0.4333864747303229,494364,57.0108166922683,67.97783106269948,47.74501306847798,0.06798509073940105
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2019,0.284583557632616,395803,57.71367767537122,69.04047913587387,48.86675996105344,0.10364313550125559
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2020,0.255586769130983,229437,57.512547892720306,69.34108492298624,47.795968659158696,0.14763820670552327
COL,Colombia,admin0,Mortality Rate,Deaths per 100 Thousand,2021,0.265015789246844,211978,57.30347670250896,68.4255081228546,48.006811569401556,0.1358982211210649
