YearMonth,Country,TAVG,TMAX,TMIN,PRCP
2010-10,Colombia,56.32258064516129,68.84210526315789,48.1875,0.1842857142857143
2010-11,Colombia,56.2,66.95238095238095,50.21052631578947,0.223
2010-12,Colombia,55.70967741935484,67.66666666666667,47.95238095238095,0.20555555555555555
2011-01,Colombia,55.74193548387097,69.75,45.05263157894737,0.14769230769230768
2011-02,Colombia,56.142857142857146,67.76470588235294,47.785714285714285,0.15052631578947367
2011-03,Colombia,56.225806451612904,66.81818181818181,49.55555555555556,0.1444
2011-04,Colombia,57.266666666666666,67.77272727272727,51.77777777777778,0.2992592592592593
2011-05,Colombia,58.16129032258065,68.3913043478261,52.84615384615385,0.21074074074074076
2011-06,Colombia,58.0,68.84210526315789,51.578947368421055,0.15785714285714286
2011-07,Colombia,56.806451612903224,67.66666666666667,48.76190476190476,0.07130434782608695
2011-08,Colombia,56.935483870967744,68.05555555555556,48.90909090909091,0.102
2011-09,Colombia,56.13333333333333,67.25,47.111111111111114,0.15750000000000003
2011-10,Colombia,56.225806451612904,66.95238095238095,50.142857142857146,0.21310344827586206
2011-11,Colombia,56.766666666666666,67.95,50.35,0.4276
2011-12,Colombia,57.38709677419355,68.85714285714286,50.705882352941174,0.23500000000000001
2012-01,Colombia,56.774193548387096,69.18181818181819,48.54545454545455,0.11157894736842106
2012-02,Colombia,55.51724137931034,67.95,46.333333333333336,0.06210526315789473
2012-03,Colombia,56.61290322580645,67.44444444444444,49.10526315789474,0.22440000000000002
2012-04,Colombia,56.233333333333334,66.42857142857143,49.77777777777778,0.34833333333333333
2012-05,Colombia,56.774193548387096,66.82608695652173,49.1578947368421,0.06478260869565218
2012-06,Colombia,56.86666666666667,66.75,47.46153846153846,0.0485
2012-07,Colombia,56.29032258064516,65.0,47.523809523809526,0.060000000000000005
2012-08,Colombia,56.29032258064516,65.66666666666667,48.75,0.044800000000000006
2012-09,Colombia,55.63333333333333,66.23529411764706,45.333333333333336,0.08272727272727273
2012-10,Colombia,56.645161290322584,68.18181818181819,46.8,0.18588235294117647
2012-11,Colombia,56.46666666666667,69.11764705882354,46.04761904761905,0.09130434782608696
2012-12,Colombia,55.96774193548387,67.6470588235294,44.90909090909091,0.08294117647058823
2013-01,Colombia,56.354838709677416,69.92307692307692,43.5,0.13833333333333334
2013-02,Colombia,57.07142857142857,67.78571428571429,48.23809523809524,0.35809523809523813
2013-03,Colombia,57.483870967741936,68.92307692307692,47.833333333333336,0.12411764705882353
2013-04,Colombia,57.766666666666666,68.28571428571429,49.77777777777778,0.1757692307692308
2013-05,Colombia,57.38709677419355,67.42857142857143,51.26086956521739,0.1470967741935484
2013-06,Colombia,57.06666666666667,67.2,47.8,0.05470588235294118
2013-07,Colombia,55.903225806451616,66.2,45.86666666666667,0.08434782608695653
2013-08,Colombia,56.67741935483871,66.85714285714286,48.0,0.09458333333333334
2013-09,Colombia,56.96666666666667,67.86666666666666,47.5,0.08105263157894738
2013-10,Colombia,56.29032258064516,67.3125,45.76190476190476,0.12318181818181818
2013-11,Colombia,56.46666666666667,67.27272727272727,47.35,0.43478260869565216
2013-12,Colombia,56.32258064516129,66.82352941176471,47.05,0.3066666666666667
2014-01,Colombia,56.61290322580645,68.23076923076923,45.666666666666664,0.19733333333333333
2014-02,Colombia,56.535714285714285,68.64285714285714,47.94117647058823,0.08047619047619048
2014-03,Colombia,57.225806451612904,67.76923076923077,47.45454545454545,0.20199999999999999
2014-04,Colombia,57.6,68.4,50.23529411764706,0.13416666666666666
2014-05,Colombia,57.41935483870968,68.07692307692308,49.388888888888886,0.18384615384615385
2014-06,Colombia,57.06666666666667,65.92307692307692,50.05555555555556,0.029999999999999995
2014-07,Colombia,56.87096774193548,65.71428571428571,49.357142857142854,0.024615384615384615
2014-08,Colombia,56.193548387096776,67.0,47.42857142857143,0.014666666666666666
2014-09,Colombia,56.56666666666667,66.29411764705883,47.8125,0.10285714285714287
2014-10,Colombia,56.74193548387097,67.13333333333334,49.53846153846154,0.12692307692307692
2014-11,Colombia,56.8,67.83333333333333,47.61538461538461,0.07933333333333333
2014-12,Colombia,56.354838709677416,67.53333333333333,46.05555555555556,0.0803225806451613
2015-01,Colombia,56.16129032258065,68.76923076923077,45.473684210526315,0.038214285714285715
2015-02,Colombia,57.357142857142854,71.25,46.35,0.011851851851851851
2015-03,Colombia,57.903225806451616,68.6,49.470588235294116,0.15833333333333333
2015-04,Colombia,58.1,67.57142857142857,50.421052631578945,0.17586206896551726
2015-05,Colombia,58.25806451612903,68.0,50.0,0.029333333333333333
2015-06,Colombia,57.4,66.07692307692308,49.733333333333334,0.03142857142857143
2015-07,Colombia,57.25806451612903,66.46666666666667,49.55,0.03645161290322581
2015-08,Colombia,57.54838709677419,66.73333333333333,49.61904761904762,0.03516129032258065
2015-09,Colombia,57.3,68.91666666666667,47.07142857142857,0.018799999999999997
2015-10,Colombia,57.516129032258064,69.44444444444444,46.411764705882355,0.034999999999999996
2015-11,Colombia,58.1,69.83333333333333,50.06666666666667,0.12928571428571428
2015-12,Colombia,57.12903225806452,68.6,45.5,0.0006666666666666666
2016-01,Colombia,57.903225806451616,72.0,43.666666666666664,0.012631578947368423
2016-02,Colombia,59.206896551724135,73.5,48.111111111111114,0.046
2016-03,Colombia,59.935483870967744,73.75,49.869565217391305,0.04
2016-04,Colombia,59.06666666666667,,51.38461538461539,0.13428571428571429
2016-05,Colombia,58.32258064516129,68.25,50.35,1.9966666666666668
2016-06,Colombia,57.233333333333334,67.42857142857143,48.15,
2016-07,Colombia,57.096774193548384,66.0,49.04347826086956,
2016-08,Colombia,57.225806451612904,65.75,48.130434782608695,0.01
2016-09,Colombia,57.0,69.57142857142857,47.36363636363637,0.0
2016-10,Colombia,57.54838709677419,69.81818181818181,48.72727272727273,0.11583333333333334
2016-11,Colombia,57.1,68.41666666666667,48.76923076923077,0.13166666666666668
2016-12,Colombia,56.54838709677419,68.35714285714286,46.75,0.06538461538461539
2017-01,Colombia,56.096774193548384,67.84615384615384,46.47826086956522,0.13
2017-02,Colombia,56.42857142857143,69.44444444444444,42.391304347826086,0.0025
2017-03,Colombia,57.12903225806452,68.6,49.333333333333336,0.45
2017-04,Colombia,57.96666666666667,69.46153846153847,49.65,0.035454545454545454
2017-05,Colombia,57.903225806451616,69.23076923076923,50.06666666666667,0.13799999999999998
2017-06,Colombia,57.53333333333333,68.28571428571429,50.526315789473685,0.12588235294117647
2017-07,Colombia,57.354838709677416,68.0,50.1,0.031875
2017-08,Colombia,57.03225806451613,69.5,46.666666666666664,0.05642857142857143
2017-09,Colombia,57.43333333333333,69.77777777777777,46.375,0.007727272727272727
2017-10,Colombia,57.0,68.28571428571429,47.45454545454545,0.08157894736842106
2017-11,Colombia,57.166666666666664,69.16666666666667,48.2,0.3268421052631579
2017-12,Colombia,56.61290322580645,69.0,46.76470588235294,0.04
2018-01,Colombia,55.83870967741935,68.78571428571429,43.541666666666664,0.03388888888888889
2018-02,Colombia,57.285714285714285,67.0,45.26315789473684,0.0
2018-03,Colombia,57.354838709677416,68.57142857142857,46.84615384615385,0.0
2018-04,Colombia,56.666666666666664,66.5,50.40909090909091,0.0025
2018-05,Colombia,57.29032258064516,66.92857142857143,51.285714285714285,0.21307692307692308
2018-06,Colombia,57.166666666666664,66.55555555555556,48.791666666666664,0.06181818181818182
2018-07,Colombia,57.096774193548384,67.07142857142857,49.55,0.046
2018-08,Colombia,56.645161290322584,66.61538461538461,47.05555555555556,0.057272727272727274
2018-09,Colombia,57.233333333333334,68.26666666666667,47.92307692307692,0.12666666666666668
2018-10,Colombia,57.58064516129032,69.28571428571429,48.95,0.09666666666666666
2018-11,Colombia,58.1,70.41666666666667,50.407407407407405,0.16793103448275862
2018-12,Colombia,55.87096774193548,69.73684210526316,42.916666666666664,0.010000000000000002
2019-01,Colombia,57.0,70.16666666666667,45.666666666666664,0.027857142857142858
2019-02,Colombia,58.107142857142854,71.875,48.26923076923077,0.08039999999999999
2019-03,Colombia,58.74193548387097,69.6875,51.083333333333336,0.1877777777777778
2019-04,Colombia,58.833333333333336,69.1875,51.36363636363637,0.11555555555555556
2019-05,Colombia,58.16129032258065,68.27777777777777,50.285714285714285,0.15838709677419355
2019-06,Colombia,58.03333333333333,68.6923076923077,50.90909090909091,0.10833333333333334
2019-07,Colombia,57.32258064516129,67.10526315789474,48.5,0.051034482758620686
2019-08,Colombia,56.903225806451616,66.63157894736842,47.391304347826086,0.02153846153846154
2019-09,Colombia,57.56666666666667,69.14285714285714,48.523809523809526,0.0803448275862069
2019-10,Colombia,56.45161290322581,68.66666666666667,47.708333333333336,0.21666666666666667
2019-11,Colombia,57.733333333333334,69.0,48.75,0.1296153846153846
2019-12,Colombia,57.70967741935484,70.05263157894737,47.95,0.06620689655172414
2020-01,Colombia,57.064516129032256,71.05555555555556,44.869565217391305,0.019285714285714288
2020-02,Colombia,57.51724137931034,72.76923076923077,44.625,0.292962962962963
2020-03,Colombia,58.935483870967744,72.125,49.34782608695652,0.046538461538461535
2020-04,Colombia,58.53333333333333,70.63157894736842,49.04545454545455,0.075
2020-05,Colombia,58.67741935483871,68.26315789473684,49.875,0.06206896551724138
2020-06,Colombia,57.43333333333333,68.375,49.0,0.19899999999999998
2020-07,Colombia,56.903225806451616,67.35,48.57692307692308,0.20448275862068965
2020-08,Colombia,57.41935483870968,68.9375,48.25,0.114
2020-09,Colombia,56.6,68.66666666666667,47.083333333333336,0.35666666666666663
2020-10,Colombia,57.064516129032256,,,
2020-11,Colombia,57.06666666666667,,,
2020-12,Colombia,56.935483870967744,,,
2021-01,Colombia,55.935483870967744,,,
2021-02,Colombia,57.56,,,
2021-03,Colombia,56.32258064516129,,,
2021-04,Colombia,58.266666666666666,,,
2021-05,Colombia,58.12903225806452,,,
2021-06,Colombia,57.06666666666667,,,
2021-07,Colombia,57.29032258064516,,,
2021-08,Colombia,57.193548387096776,,,
2021-09,Colombia,56.766666666666666,,,
2021-10,Colombia,57.516129032258064,,,
2021-11,Colombia,57.43333333333333,71.0,51.5,0.049999999999999996
2021-12,Colombia,58.16129032258065,70.375,48.32,0.24193548387096775
2022-01,Colombia,56.935483870967744,70.4090909090909,46.36363636363637,0.015172413793103448
2022-02,Colombia,57.07142857142857,68.42857142857143,48.85,0.11954545454545454
2022-03,Colombia,57.45161290322581,67.75,48.333333333333336,0.06413793103448276
2022-04,Colombia,57.233333333333334,67.41666666666667,49.65217391304348,0.14615384615384613
2022-05,Colombia,57.25806451612903,68.25,50.16,0.17344827586206898
2022-06,Colombia,55.53333333333333,65.875,48.44444444444444,0.16333333333333333
2022-07,Colombia,56.74193548387097,67.125,48.2,0.1623076923076923
2022-08,Colombia,56.225806451612904,68.0,47.28,0.08375
2022-09,Colombia,55.833333333333336,,46.35,0.0
2022-10,Colombia,56.58064516129032,68.66666666666667,48.5,0.12333333333333334
2022-11,Colombia,56.6,,48.88461538461539,
2022-12,Colombia,55.41935483870968,68.0,44.041666666666664,0.0
2023-01,Colombia,55.67741935483871,64.0,45.56,
2023-02,Colombia,56.535714285714285,69.0,44.56521739130435,
2023-03,Colombia,57.354838709677416,69.66666666666667,50.22727272727273,0.0
2023-04,Colombia,57.43333333333333,68.5,49.52173913043478,
2023-05,Colombia,58.32258064516129,,48.714285714285715,0.195
2023-06,Colombia,58.36666666666667,71.0,50.0,0.02666666666666667
2023-07,Colombia,58.03225806451613,68.5,49.391304347826086,0.02
2023-08,Colombia,58.03225806451613,68.33333333333333,48.40909090909091,0.016
2023-09,Colombia,57.53333333333333,68.0,44.95652173913044,0.08
2023-10,Colombia,57.74193548387097,70.0,48.22727272727273,0.02
2023-11,Colombia,58.43333333333333,69.0,49.2,0.0
2023-12,Colombia,58.45161290322581,,46.857142857142854,
2024-01,Colombia,58.25806451612903,72.66666666666667,43.407407407407405,
2024-02,Colombia,58.93103448275862,71.75,47.47826086956522,0.0
2024-03,Colombia,60.0,72.4,49.25,0.6866666666666666
2024-04,Colombia,59.233333333333334,75.5,49.19047619047619,0.2833333333333334
2024-05,Colombia,59.83870967741935,71.4,51.875,0.10400000000000001
2024-06,Colombia,58.233333333333334,69.0,50.12,
2024-07,Colombia,58.32258064516129,68.5,49.0,0.005
2024-08,Colombia,57.8,71.0,46.0,
2024-09,Colombia,58.8,69.75,47.65,0.0
2024-10,Colombia,58.096774193548384,70.0,47.15384615384615,0.4033333333333333
2024-11,Colombia,57.22222222222222,66.0,49.2,0.0
2024-12,Colombia,57.43333333333333,70.33333333333333,47.21739130434783,3.055
2025-01,Colombia,56.645161290322584,,44.629629629629626,
2025-02,Colombia,58.07142857142857,70.0,49.714285714285715,0.0
2025-03,Colombia,57.483870967741936,68.0,49.166666666666664,0.99
2025-04,Colombia,58.233333333333334,,50.80952380952381,1.03
2025-05,Colombia,58.193548387096776,,51.125,0.372
2025-06,Colombia,57.266666666666666,,49.77777777777778,
2025-07,Colombia,57.03225806451613,,48.793103448275865,
2025-08,Colombia,57.0,,47.77777777777778,
2000-01,Venezuela,74.06451612903226,,,0.03
2000-02,Venezuela,74.96551724137932,,,
2000-03,Venezuela,77.0,90.0,68.0,
2000-04,Venezuela,77.66666666666667,88.88235294117646,69.36842105263158,0.0075
2000-05,Venezuela,76.90322580645162,87.88888888888889,69.52380952380952,0.06894736842105263
2000-06,Venezuela,75.6,85.2,68.83333333333333,0.209
2000-07,Venezuela,74.96774193548387,85.78571428571429,67.52941176470588,0.06461538461538462
2000-08,Venezuela,76.6774193548387,87.11764705882354,69.11111111111111,0.12210526315789473
2000-09,Venezuela,76.62068965517241,88.6875,68.05,0.05
2000-10,Venezuela,77.3225806451613,88.3125,69.0,0.034999999999999996
2000-11,Venezuela,76.56666666666666,86.0,69.72727272727273,0.11846153846153847
2000-12,Venezuela,75.54838709677419,85.6,68.0909090909091,0.04
2001-01,Venezuela,74.96774193548387,87.88235294117646,64.07142857142857,0.9533333333333333
2001-02,Venezuela,75.04545454545455,84.0,65.6,
2001-03,Venezuela,78.87096774193549,91.66666666666667,67.0,
2001-04,Venezuela,77.66666666666667,90.46153846153847,68.33333333333333,0.6428571428571429
2001-05,Venezuela,78.0,89.5,70.15384615384616,0.33666666666666667
2001-06,Venezuela,75.2,86.44444444444444,68.3125,0.14823529411764705
2001-07,Venezuela,76.25806451612904,87.8,68.94444444444444,0.05222222222222222
2001-08,Venezuela,76.64516129032258,88.83333333333333,69.0,0.1509090909090909
2001-09,Venezuela,77.76666666666667,88.7,69.26666666666667,0.19833333333333333
2001-10,Venezuela,77.93548387096774,90.0,70.05882352941177,0.083
2001-11,Venezuela,78.4,89.57142857142857,70.27777777777777,0.09166666666666667
2001-12,Venezuela,77.16666666666667,89.0,68.0,0.015
2002-01,Venezuela,77.09677419354838,89.0,66.2,0.01
2002-02,Venezuela,77.10714285714286,89.0,66.8,
2002-03,Venezuela,77.74193548387096,90.0,68.35714285714286,0.48166666666666663
2002-04,Venezuela,77.56666666666666,89.07142857142857,69.1,0.21666666666666667
2002-05,Venezuela,76.74193548387096,87.36363636363636,69.84615384615384,0.184
2002-06,Venezuela,75.1,84.57142857142857,68.5,0.17842105263157892
2002-07,Venezuela,75.96774193548387,86.81818181818181,68.41666666666667,0.0755
2002-08,Venezuela,76.25806451612904,87.38461538461539,67.6875,0.2188
2002-09,Venezuela,77.3,87.91666666666667,69.57894736842105,0.12142857142857144
2002-10,Venezuela,77.7741935483871,88.18181818181819,68.73684210526316,0.03736842105263158
2002-11,Venezuela,77.2,87.72222222222223,69.0,0.025789473684210525
2002-12,Venezuela,76.06451612903226,86.66666666666667,67.38888888888889,0.23238095238095238
2003-01,Venezuela,77.1,90.0,65.1304347826087,0.0034782608695652175
2003-02,Venezuela,77.78571428571429,90.73333333333333,66.6875,0.00125
2003-03,Venezuela,78.83870967741936,91.86666666666666,67.66666666666667,0.030869565217391304
2003-04,Venezuela,77.7,91.38461538461539,69.78571428571429,0.10833333333333332
2003-05,Venezuela,77.18518518518519,88.15384615384616,70.08333333333333,0.11850000000000001
2003-06,Venezuela,75.83333333333333,85.15384615384616,69.3076923076923,0.11285714285714286
2003-07,Venezuela,75.93548387096774,86.7,68.27777777777777,0.16708333333333333
2003-08,Venezuela,77.16129032258064,87.23529411764706,68.66666666666667,0.10300000000000001
2003-09,Venezuela,78.20689655172414,89.81818181818181,69.3529411764706,0.0009090909090909091
2003-10,Venezuela,78.86206896551724,90.58333333333333,70.21428571428571,0.028000000000000004
2003-11,Venezuela,77.93333333333334,89.75,69.05555555555556,0.013000000000000001
2003-12,Venezuela,76.96774193548387,87.81818181818181,69.76923076923077,0.011111111111111112
2004-01,Venezuela,76.35483870967742,87.27272727272727,66.8,0.002857142857142857
2004-02,Venezuela,78.89655172413794,90.0,66.625,
2004-03,Venezuela,78.96774193548387,91.18181818181819,69.38461538461539,0.165
2004-04,Venezuela,79.85714285714286,91.0,72.4,0.13999999999999999
2004-05,Venezuela,76.7741935483871,84.6,70.8,0.0925
2004-06,Venezuela,75.6,82.66666666666667,69.16666666666667,0.6569999999999999
2004-07,Venezuela,75.74193548387096,88.0,68.07142857142857,0.1990909090909091
2004-08,Venezuela,75.7741935483871,86.0,69.14285714285714,0.08529411764705883
2004-09,Venezuela,78.33333333333333,89.0,69.0,0.18
2004-10,Venezuela,78.80645161290323,88.5,69.875,0.04
2004-11,Venezuela,77.24,87.625,70.0,0.035
2004-12,Venezuela,76.54545454545455,86.42857142857143,68.5,0.08
2005-01,Venezuela,77.58064516129032,87.22222222222223,68.0,0.03
2005-02,Venezuela,77.17857142857143,84.5,68.83333333333333,0.2733333333333333
2005-03,Venezuela,80.41935483870968,92.71428571428571,68.0,0.0
2005-04,Venezuela,80.53333333333333,89.0,71.0,0.21
2005-05,Venezuela,78.83870967741936,87.25,71.33333333333333,0.122
2005-06,Venezuela,79.03333333333333,88.0,71.25,0.05714285714285715
2005-07,Venezuela,78.35483870967742,87.5,69.2,0.0
2005-08,Venezuela,79.0,88.6,69.42857142857143,0.06
2005-09,Venezuela,80.33333333333333,90.7,70.8,
2005-10,Venezuela,81.12903225806451,90.33333333333333,70.75,0.1
2005-11,Venezuela,78.37037037037037,88.0,69.8,0.4244444444444444
2005-12,Venezuela,77.45161290322581,,67.66666666666667,0.04
2006-01,Venezuela,77.46666666666667,,65.0,
2006-02,Venezuela,78.21428571428571,88.2,65.8,0.0
2006-03,Venezuela,78.7741935483871,86.0,68.71428571428571,
2006-04,Venezuela,78.4074074074074,89.33333333333333,69.0,0.18333333333333335
2006-05,Venezuela,79.12903225806451,92.0,71.5,0.0
2006-06,Venezuela,77.7,85.4,69.0,0.05333333333333334
2006-07,Venezuela,78.16129032258064,86.33333333333333,68.5,0.06285714285714286
2006-08,Venezuela,78.6774193548387,89.0,69.0,0.07
2006-09,Venezuela,79.96666666666667,89.66666666666667,70.0,0.035
2006-10,Venezuela,79.58333333333333,88.66666666666667,70.33333333333333,0.3666666666666667
2006-11,Venezuela,77.82758620689656,87.0,69.25,0.0025
2006-12,Venezuela,77.34482758620689,86.5,69.0,0.013333333333333334
2007-01,Venezuela,78.03225806451613,86.33333333333333,66.0,
2007-02,Venezuela,78.89285714285714,89.0,65.5,
2007-03,Venezuela,79.95238095238095,,68.66666666666667,
2007-04,Venezuela,80.73333333333333,88.33333333333333,69.66666666666667,0.0
2007-05,Venezuela,80.87096774193549,92.66666666666667,71.0,0.04
2007-06,Venezuela,78.73333333333333,86.5,69.0,0.08333333333333333
2007-07,Venezuela,77.58064516129032,87.16666666666667,69.4,0.22000000000000003
2007-08,Venezuela,77.73333333333333,89.16666666666667,69.44444444444444,0.1488888888888889
2007-09,Venezuela,78.6,89.77777777777777,69.0,0.06
2007-10,Venezuela,78.29032258064517,90.5,69.81818181818181,0.22
2007-11,Venezuela,78.33333333333333,87.66666666666667,69.18181818181819,0.10111111111111111
2007-12,Venezuela,77.29032258064517,90.0,67.0,0.2475
2008-01,Venezuela,76.61290322580645,88.0,63.4,
2008-02,Venezuela,77.41379310344827,88.16666666666667,68.44444444444444,0.0
2008-03,Venezuela,78.45161290322581,90.71428571428571,67.25,
2008-04,Venezuela,80.03333333333333,92.42857142857143,69.5,0.1775
2008-05,Venezuela,77.53333333333333,89.0,68.5,0.06
2008-06,Venezuela,76.8,87.53333333333333,68.25,0.064
2008-07,Venezuela,75.87096774193549,86.1,67.72727272727273,0.09333333333333334
2008-08,Venezuela,78.51612903225806,88.5,69.0,0.041666666666666664
2008-09,Venezuela,78.73333333333333,,,
2008-10,Venezuela,76.90322580645162,,,
2008-11,Venezuela,77.13333333333334,85.85714285714286,68.75,0.285
2008-12,Venezuela,76.7741935483871,86.42857142857143,67.6,0.02
2009-01,Venezuela,77.74193548387096,86.6,68.125,0.18
2009-02,Venezuela,76.9,88.33333333333333,69.22222222222223,0.03
2009-03,Venezuela,76.70967741935483,90.0,68.83333333333333,0.02
2009-04,Venezuela,77.86666666666666,87.4,70.5,0.23666666666666666
2009-05,Venezuela,78.83870967741936,88.0,71.33333333333333,0.02
2009-06,Venezuela,79.1,87.625,72.16666666666667,0.013333333333333334
2009-07,Venezuela,77.93548387096774,86.18181818181819,70.5,0.15692307692307692
2009-08,Venezuela,78.48387096774194,88.1,69.61538461538461,0.09727272727272727
2009-09,Venezuela,80.16666666666667,90.5,69.6923076923077,0.0
2009-10,Venezuela,79.87096774193549,89.63636363636364,69.15384615384616,
2009-11,Venezuela,79.83333333333333,89.66666666666667,70.1,0.048
2009-12,Venezuela,79.41935483870968,89.33333333333333,69.7,0.02
2010-01,Venezuela,78.93548387096774,90.5,68.6,
2010-02,Venezuela,80.67857142857143,94.2,69.33333333333333,
2010-03,Venezuela,81.80645161290323,94.25,71.2,0.49
2010-04,Venezuela,78.8,89.11111111111111,70.6470588235294,0.12
2010-05,Venezuela,79.38709677419355,88.3076923076923,70.92857142857143,0.11333333333333333
2010-06,Venezuela,77.6,85.66666666666667,70.42857142857143,0.14625
2010-07,Venezuela,78.25806451612904,88.42857142857143,70.57142857142857,0.18285714285714286
2010-08,Venezuela,79.58064516129032,90.0,70.05882352941177,0.06333333333333334
2010-09,Venezuela,78.93333333333334,89.63636363636364,70.45454545454545,0.1575
2010-10,Venezuela,79.3225806451613,89.53846153846153,70.25,0.11625
2010-11,Venezuela,76.83333333333333,88.42857142857143,69.85714285714286,0.09142857142857143
2010-12,Venezuela,77.16129032258064,86.63636363636364,69.33333333333333,0.275
2011-01,Venezuela,76.51612903225806,86.81818181818181,66.6470588235294,0.013333333333333334
2011-02,Venezuela,77.32142857142857,88.42857142857143,68.71428571428571,0.04
2011-03,Venezuela,77.0,87.54545454545455,68.53846153846153,0.0425
2011-04,Venezuela,76.3,86.18181818181819,69.75,0.4413333333333333
2011-05,Venezuela,76.54838709677419,84.625,70.91666666666667,0.8999999999999999
2011-06,Venezuela,76.9,84.3076923076923,70.46153846153847,0.13285714285714287
2011-07,Venezuela,76.7741935483871,85.83333333333333,69.54545454545455,0.12705882352941178
2011-08,Venezuela,78.15384615384616,89.0,69.25,0.0975
2011-09,Venezuela,78.53333333333333,90.22222222222223,69.38461538461539,0.09
2011-10,Venezuela,77.51612903225806,87.66666666666667,70.33333333333333,0.06818181818181818
2011-11,Venezuela,77.26666666666667,88.0,69.75,0.21454545454545454
2011-12,Venezuela,75.45161290322581,85.0,68.18181818181819,0.07166666666666667
2012-01,Venezuela,75.29032258064517,86.0,66.5,0.02
2012-02,Venezuela,75.82758620689656,87.14285714285714,66.21428571428571,0.02
2012-03,Venezuela,75.70967741935483,86.07142857142857,69.8,0.11625
2012-04,Venezuela,76.96666666666667,86.94117647058823,69.5,0.18571428571428572
2012-05,Venezuela,76.7741935483871,85.61111111111111,69.9375,0.11684210526315789
2012-06,Venezuela,75.96666666666667,84.07692307692308,69.5,0.634375
2012-07,Venezuela,76.45161290322581,86.0,69.41666666666667,0.1175
2012-08,Venezuela,76.38709677419355,88.0,69.23076923076923,0.050769230769230775
2012-09,Venezuela,78.1,88.81818181818181,69.6,0.2218181818181818
2012-10,Venezuela,78.0,88.6923076923077,70.46153846153847,0.2357894736842105
2012-11,Venezuela,79.1,89.11764705882354,69.91666666666667,0.0
2012-12,Venezuela,77.87096774193549,88.54545454545455,68.58333333333333,0.7914285714285715
2013-01,Venezuela,77.19354838709677,88.27272727272727,67.64285714285714,
2013-02,Venezuela,77.53571428571429,89.25,68.25,
2013-03,Venezuela,79.48387096774194,90.86666666666666,71.58333333333333,0.26
2013-04,Venezuela,79.33333333333333,91.28571428571429,70.78571428571429,0.018750000000000003
2013-05,Venezuela,78.16129032258064,88.3076923076923,71.18181818181819,0.06555555555555555
2013-06,Venezuela,76.36666666666666,85.33333333333333,70.6,0.3095
2013-07,Venezuela,76.16129032258064,86.33333333333333,69.6,0.052727272727272734
2013-08,Venezuela,77.25806451612904,87.6,69.8,0.05272727272727273
2013-09,Venezuela,78.53333333333333,89.375,69.92307692307692,0.08499999999999999
2013-10,Venezuela,78.25806451612904,89.08333333333333,70.0,0.06454545454545456
2013-11,Venezuela,77.2,86.8,70.27272727272727,0.024999999999999998
2013-12,Venezuela,76.58064516129032,86.66666666666667,68.2,
2014-01,Venezuela,76.38709677419355,87.3076923076923,68.36363636363636,
2014-02,Venezuela,77.03571428571429,87.57142857142857,68.66666666666667,0.1
2014-03,Venezuela,78.80645161290323,90.6,68.28571428571429,
2014-04,Venezuela,78.9,89.57142857142857,69.72727272727273,0.07
2014-05,Venezuela,78.19354838709677,90.33333333333333,70.8,0.10666666666666667
2014-06,Venezuela,77.66666666666667,87.63636363636364,71.0,0.072
2014-07,Venezuela,76.09677419354838,85.25,71.0,0.125
2014-08,Venezuela,77.12903225806451,87.07692307692308,70.0,0.060000000000000005
2014-09,Venezuela,78.03333333333333,88.5,70.77777777777777,0.09833333333333333
2014-10,Venezuela,77.48387096774194,87.28571428571429,70.45454545454545,0.462
2014-11,Venezuela,77.33333333333333,86.0,70.4,0.18571428571428572
2014-12,Venezuela,78.2258064516129,87.7,70.0909090909091,0.01
2015-01,Venezuela,76.74193548387096,86.6,67.8,0.08333333333333333
2015-02,Venezuela,78.03703703703704,88.81818181818181,68.58333333333333,0.02
2015-03,Venezuela,78.16129032258064,88.75,68.91666666666667,
2015-04,Venezuela,78.86666666666666,90.33333333333333,71.66666666666667,0.04
2015-05,Venezuela,79.58064516129032,91.0,71.5,0.26
2015-06,Venezuela,77.66666666666667,86.27272727272727,70.9090909090909,0.054000000000000006
2015-07,Venezuela,77.06451612903226,84.44444444444444,70.36363636363636,0.09076923076923077
2015-08,Venezuela,78.09677419354838,87.9090909090909,70.3529411764706,0.17076923076923078
2015-09,Venezuela,80.9,90.33333333333333,71.94117647058823,0.0
2015-10,Venezuela,79.70967741935483,88.75,70.8,0.21
2015-11,Venezuela,77.7,85.55555555555556,70.18181818181819,0.395625
2015-12,Venezuela,77.35483870967742,85.44444444444444,70.33333333333333,0.018
2016-01,Venezuela,78.03225806451613,87.84615384615384,68.58823529411765,
2016-02,Venezuela,79.06896551724138,90.3,69.53846153846153,
2016-03,Venezuela,80.06451612903226,91.9090909090909,70.0,0.005
2016-04,Venezuela,80.03333333333333,91.0,70.0,
2016-05,Venezuela,78.0,,,
2016-06,Venezuela,77.33333333333333,,71.0,
2016-07,Venezuela,77.3225806451613,85.5,,
2016-08,Venezuela,79.06451612903226,,,0.14
2016-09,Venezuela,79.56666666666666,,71.5,
2016-10,Venezuela,79.47368421052632,90.0,71.0,0.2275
2016-11,Venezuela,78.6,,,
2016-12,Venezuela,77.54838709677419,,,
2017-01,Venezuela,77.0,,,
2017-02,Venezuela,78.66666666666667,,,
2017-03,Venezuela,77.36666666666666,,,
2017-04,Venezuela,79.3,,,
2017-05,Venezuela,77.87096774193549,,,
2017-06,Venezuela,77.83333333333333,,,
