"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"BRA","Brazil","Rondonia","admin1","Mortality Rate","Deaths per 100 Thousand",2024,0.289286206273017
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2000,23.5550532866264
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2001,16.250385126727497
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2002,10.416706456334
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2003,9.62706485321873
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2004,9.25007384430569
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2005,9.73312623429569
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2006,8.0937442837548
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2007,4.95028148909417
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2008,3.52129902262005
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2009,6.36128915655282
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2010,5.918610474579441
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2011,4.55763446938547
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2012,3.95588519104877
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2013,1.45956427739129
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2014,0.482356102299098
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2015,0.49457925479151804
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2016,0.245803774260322
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2017,0.316496807197767
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2018,0.213255988084088
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2019,0.263215565730722
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2020,0.618424432660787
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2021,0.701110979187973
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2022,0.439278160851207
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2023,1.1686911834973
"BRA","Brazil","Para","admin1","Incidence Rate","Cases per Thousand",2024,1.1534000977871601
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2000,1.09536674849207
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2001,0.7279155899696991
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2002,0.44651975644850905
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2003,0.40334680198378997
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2004,0.386815952267146
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2005,0.409801089300604
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2006,0.331444454234463
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2007,0.194876947480479
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2008,0.136810199694029
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2009,0.24772418926471898
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2010,0.2317010660672
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2011,0.180594476879544
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2012,0.160219033464927
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2013,0.06006263362622
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2014,0.019650485234013602
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2015,0.0205566191854865
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2016,0.00983428751047768
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2017,0.0128972943962714
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2018,0.008497571730641529
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2019,0.0105895372324945
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2020,0.025878054182848602
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2021,0.0296354741789543
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2022,0.018164563671772698
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2023,0.0515146058416833
"BRA","Brazil","Para","admin1","Infection Prevalence","per 100 Children",2024,0.0510769830076406
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2000,10.535106350370901
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2001,5.74097151180682
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2002,2.86281409342355
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2003,2.09124069143102
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2004,1.85919105924426
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2005,1.8041695058096898
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2006,1.60564116140957
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2007,1.14330354969629
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2008,0.9265527258143189
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2009,2.25948374510142
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2010,2.2679782494242002
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2011,1.7958298046396801
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2012,1.49250337926423
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2013,0.5769964559516451
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2014,0.206756298889822
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2015,0.23007769261619201
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0844808072284598
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2017,0.10800048886664201
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2018,0.0634285367520593
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2019,0.0753322292929266
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2020,0.166125803639456
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2021,0.160605122935335
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2022,0.109284908605367
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2023,0.297460697534292
"BRA","Brazil","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2024,0.283522796660175
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2000,11.3366571716259
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2001,6.666252194722779
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2002,6.34582460829816
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2003,11.873291577433
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2004,9.53127085696522
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2005,11.359923161771
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2006,15.5055079094963
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2007,21.1561417709135
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2008,17.0153294356615
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2009,32.4069598392584
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2010,35.1934793796376
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2011,34.824682445665296
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2012,36.7430428007188
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2013,64.9109145968644
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2014,60.3104562829389
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2015,74.8279688258365
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2016,111.9113346785
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2017,148.726580000034
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2018,156.257719484833
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2019,134.023845710268
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2020,85.747904522902
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2021,67.2733654919144
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2022,60.768447461764104
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2023,65.27983806898489
"VEN","Venezuela","Amazonas","admin1","Incidence Rate","Cases per Thousand",2024,59.60775745815091
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2000,0.481124959247012
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2001,0.268341786135791
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2002,0.25491888431092
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2003,0.496988529080428
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2004,0.39200151898380003
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2005,0.473473208837425
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2006,0.651246771894189
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2007,0.898736691773503
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2008,0.697977967802201
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2009,1.36280725581886
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2010,1.51618876127509
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2011,1.52271770151035
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2012,1.65598558132781
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2013,3.2852177676603795
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2014,3.13373178138062
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2015,4.25171109044712
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2016,6.7348894924988
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2017,9.09929645881741
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2018,9.630914832952781
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2019,8.19042691256787
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2020,5.01843362421556
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2021,3.70360832568555
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2022,3.21655771523316
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2023,3.53976326558256
"VEN","Venezuela","Amazonas","admin1","Infection Prevalence","per 100 Children",2024,3.20015644425871
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2000,5.51918791693365
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2001,2.62981294885552
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2002,2.03994573755183
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2003,3.60028094989048
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2004,2.4253688471303803
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2005,2.78462427729368
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2006,4.618990493527041
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2007,5.96371683774506
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2008,4.665040650102171
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2009,8.74292173186809
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2010,9.72512199609843
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2011,9.03678749644357
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2012,9.03351380095432
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2013,16.622274658793
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2014,15.0085555063908
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2015,22.776442707737
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2016,28.9747476347872
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2017,38.6424909032279
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2018,38.3912294689843
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2019,27.9088538214268
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2020,17.8968982136489
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2021,13.811647781533399
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2022,11.0492641985098
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2023,18.9305232351704
"VEN","Venezuela","Amazonas","admin1","Mortality Rate","Deaths per 100 Thousand",2024,16.8190761086448
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2000,16.9848107678656
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2001,6.31166133921914
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2002,31.0573867692753
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2003,8.887726392828549
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2004,21.965997260934
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2005,38.9239120144931
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2006,61.4580918453662
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2007,26.0205392867397
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2008,12.2581200121884
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2009,10.2543242015843
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2010,11.395316272052199
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2011,8.13781782268115
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2012,14.106076611146099
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2013,20.9882592963169
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2014,19.7681717338769
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2015,11.253855027521599
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2016,13.0747793643319
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2017,14.7539835895656
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2018,11.2549110826822
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2019,7.1499237990769196
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2020,7.929724812523201
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2021,4.66039957685906
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2022,1.87556692434516
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2023,9.180770138951651
"BRA","Brazil","Acre","admin1","Incidence Rate","Cases per Thousand",2024,6.88277029810173
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2000,0.689312868129496
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2001,0.246452927947059
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2002,1.48414477275654
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2003,0.349899521312648
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2004,0.911066672746484
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2005,1.75557950801186
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2006,3.1692505963118602
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2007,1.1284503984233
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2008,0.493834355661536
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2009,0.409279650089034
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2010,0.464776925520873
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2011,0.33348559939330397
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2012,0.616859374928728
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2013,0.967372522544138
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2014,0.9399429647629629
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2015,0.554684838978656
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2016,0.649777974866163
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2017,0.723137246709923
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2018,0.5524405600887959
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2019,0.334433252820791
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2020,0.368453679349885
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2021,0.205153264634213
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2022,0.0759788930582006
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2023,0.39649892029896205
"BRA","Brazil","Acre","admin1","Infection Prevalence","per 100 Children",2024,0.296345083088973
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2000,13.957718313696502
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2001,4.68366588418342
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2002,11.8808732266569
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2003,4.80270473508449
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2004,10.4085280773628
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2005,15.7099023855079
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2006,23.148698870735497
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2007,11.9398077554551
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2008,5.899090083704451
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2009,0.39148205389557506
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2010,0.261369545634532
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2011,3.7363127607165003
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2012,6.06572121929439
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2013,8.77864291481001
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2014,7.96628036514339
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2015,5.2746846185394
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2016,4.5403312199756405
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2017,5.04923742997257
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2018,3.76337740420236
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2019,2.33356104014719
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2020,2.44831945502064
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2021,1.28724938317527
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2022,0.541452530390527
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2023,1.4261051370514701
"BRA","Brazil","Acre","admin1","Mortality Rate","Deaths per 100 Thousand",2024,1.44392198464776
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2000,75.1714147179367
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2001,115.240741648164
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2002,75.8149005363002
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2003,63.742686813758596
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2004,42.1063459323376
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2005,41.3137972398733
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2006,11.9374503186036
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2007,4.08943388858664
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2008,7.041428351539119
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2009,5.46327225444754
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2010,2.78874299925499
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2011,0.8884885581552739
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2012,0.57495436910371
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2013,0.460817746966843
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2014,0.331506250058818
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2015,0.014426491127981
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2016,0.00488305994043529
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2017,0.0281048129980325
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2018,0.011605812043229
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2019,0
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2020,0
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2021,0
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2022,0
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2023,0
"SUR","Suriname","Para","admin1","Incidence Rate","Cases per Thousand",2024,0
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2000,3.09058708365168
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2001,4.89023496854072
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2002,3.12201178388949
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2003,2.60063115920572
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2004,1.67879173960068
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2005,1.64282062079302
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2006,0.461867636691471
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2007,0.156982925210259
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2008,0.270995481707913
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2009,0.209929370564504
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2010,0.106933131497572
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2011,0.0340098330482853
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2012,0.0220052088736985
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2013,0.0176349486572654
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2014,0.0126865311651321
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2015,0.000551585304302711
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2016,0.000186675440369905
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2017,0.00107459980590141
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2018,0.00044371157980293305
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2019,0
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2020,0
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2021,0
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2022,0
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2023,0
"SUR","Suriname","Para","admin1","Infection Prevalence","per 100 Children",2024,0
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2000,26.8726265924755
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2001,35.879101438647204
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2002,21.3289382860449
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2003,14.620621362024
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2004,10.0100235142319
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2005,8.584182942816721
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2006,2.64016305295824
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2007,0.919396839442091
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2008,1.68868359493639
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2009,1.2414694665404802
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2010,0.688762518083214
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2011,0.2616329014056
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2012,0.164877470560687
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2013,0.148433436681195
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2014,0.124471386565511
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2015,0.00557612754483388
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00154204386353991
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2017,0.00851687673718873
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2018,0.00420910021386982
"SUR","Suriname","Para","admin1","Mortality Rate","Deaths per 100 Thousand",2019,0
